Feature,OLS_Importance,Ridge_Importance,Lasso_Importance,RF_Importance,Lasso_Selected
Misc Val,0.023395632198810287,0.014823490979726765,0.0156966756356675,0.0002024533347228612,True
Mo Sold,0.001723112902326046,6.727344542211704e-05,0.0,0.0029517225404901556,False
Yr Sold,0.005493284101054343,0.005252137749732266,0.0037089824342984084,0.001631022455897247,True
MS Zoning_C (all),0.053781733934066045,0.018086495367622985,0.01747652949271543,0.0011556709739063205,True
MS Zoning_FV,0.06300332532013281,0.006686355253131518,0.0,4.581633800624414e-05,False
MS Zoning_I (all),0.005134097218867746,0.0008934431506454981,0.0,2.261453121148318e-06,False
MS Zoning_RH,0.029229277172409973,0.003000472303174994,0.0,8.988240655902136e-05,False
MS Zoning_RL,0.13091550737803753,0.008335982722159938,0.0,0.0010327567805778067,False
MS Zoning_RM,0.1293967937391976,0.008275174437924703,0.019392597639128473,0.00555081642276926,True
Street_Pave,0.007695007711218255,0.005809689604503695,0.003970870380931185,0.00018494893302961827,True
Lot Shape_IR2,0.004476180630602664,0.004028353819668277,0.002350633662172983,0.00013188408563797986,True
Lot Shape_IR3,0.0007610919308574937,0.007435844181882488,0.006781584789290061,1.7460954305868935e-05,True
Lot Shape_Reg,0.0023919966396617337,0.0022639230083153867,0.0,0.0008038578463863888,False
Land Contour_HLS,0.005965030040159677,0.007789784290462341,0.003375613219929955,0.00029997995812813377,True
Land Contour_Low,0.0007498008875816559,0.0025303199146824696,0.0,6.270795129290355e-05,False
Land Contour_Lvl,0.007491172742211144,0.006053986690547005,0.0,0.0005950432838490431,False
Utilities_NoSeWa,0.0020558900019652104,0.002869791898891869,0.0002895978778488673,1.525830386939864e-06,True
Utilities_NoSewr,0.0031924492505471386,0.002858329951947945,0.0006765240156243047,5.043865326440047e-07,True
Lot Config_CulDSac,0.0057395530759482075,0.005198913280964463,0.005259236094569384,0.00016927216180400505,True
Lot Config_FR2,0.003030805843526427,0.0026756278405767517,0.0,0.00010637156025900679,False
Lot Config_FR3,9.494099820230029e-05,0.0010726162379055394,0.0,2.1395839854740425e-05,False
Lot Config_Inside,0.002316184075523725,0.002032397771049049,0.0,0.00048115218701844743,False
Land Slope_Mod,0.006263523281693592,0.005365498683914357,0.002711223487470298,0.0004337351445844231,True
Land Slope_Sev,0.004547331079691519,0.0013230230728159564,0.0,2.849326508481391e-05,False
Neighborhood_Blueste,0.0018692639151537682,0.002316890210728143,0.0,4.247595132752849e-06,False
Neighborhood_BrDale,0.001017132038294899,0.003936066550652612,0.0,4.609768437283923e-06,False
Neighborhood_BrkSide,0.00782523857535792,0.00023366938924982515,0.0,0.00017011193046528872,False
Neighborhood_ClearCr,0.007196747944468507,0.004098306234814887,0.002760438125185084,0.0001545295148192353,True
Neighborhood_CollgCr,0.0006951177552421009,0.0013553133268124603,0.0,0.00014820671963172507,False
Neighborhood_Crawfor,0.023435596017212346,0.017638014469683824,0.018889489300630644,0.0006607584175645153,True
Neighborhood_Edwards,0.00940430365966237,0.014333108315441954,0.009004966260083267,0.0004931782230381996,True
Neighborhood_Gilbert,0.0027500413567099757,0.004997362903295893,0.0,9.149386604666059e-05,False
Neighborhood_Greens,0.005278971309296093,0.003460683429701579,0.0,1.1451149346334769e-05,False
Neighborhood_GrnHill,0.015434026645041413,0.01280385487845676,0.01272155739020249,1.1767194230079968e-05,True
Neighborhood_IDOTRR,0.0032321324940539353,0.0037586997917458233,0.0,0.00031374927785769626,False
Neighborhood_Landmrk,0.0012704617174361665,0.0010207231059850069,0.0,1.2739844440742453e-06,False
Neighborhood_MeadowV,0.015038720667689631,0.016961338858892783,0.008245739168667733,4.148252526218432e-06,True
Neighborhood_Mitchel,0.003390793795119265,0.003304980644774886,0.0,7.046953098438743e-05,False
Neighborhood_NAmes,0.0018040190659982247,0.005526632055182731,0.0,0.0002395554184770193,False
Neighborhood_NPkVill,0.0018727626447223658,0.0001247825411818156,0.0,2.1311002038331428e-05,False
Neighborhood_NWAmes,0.004746934341686895,0.00314051706032024,0.0,0.0001806030122981102,False
Neighborhood_NoRidge,0.008570286824555962,0.010943749287602224,0.008151613432365359,5.3581176483849454e-05,True
Neighborhood_NridgHt,0.020972305832719584,0.023466380308277104,0.026285600031248066,0.00014854940887307542,True
Neighborhood_OldTown,0.001085454329349922,0.010676899005036307,0.003585613757211487,0.0005760169365786138,True
Neighborhood_SWISU,0.005381691981225012,0.0018313787620277153,0.0,2.946093117154042e-05,False
Neighborhood_Sawyer,0.0021674266682000787,0.0014774850130610253,0.0,9.166278939208617e-05,False
Neighborhood_SawyerW,0.003910784726645744,0.003692209524221076,0.00015066141884546183,0.00011615179693128646,True
Neighborhood_Somerst,0.012553286571745495,0.010533081862826331,0.012521700412891268,0.00016529882877753014,True
Neighborhood_StoneBr,0.013251618150990907,0.013102536041552355,0.011113375241626354,0.00011868328031870178,True
Neighborhood_Timber,0.0032205186812680614,0.0035238942826054448,0.0019347562567886695,5.8983963419327715e-05,True
Neighborhood_Veenker,0.0015165771363954833,0.0031164484184201674,0.0,9.814388732953091e-05,False
Condition 1_Feedr,0.003904102561281736,0.00749742210422313,0.004432794075980815,0.00025222318930359774,True
Condition 1_Norm,0.02340293630886206,0.01000023871434123,0.010635984208802863,0.000755047225391679,True
Condition 1_PosA,0.006258327322781369,0.004119866747599277,0.0,2.5590600618131857e-05,False
Condition 1_PosN,0.009455628796995606,0.005000018140358782,0.003553155248032109,3.65116619895259e-05,True
Condition 1_RRAe,0.0028983427712082066,0.0015004964762677043,0.0,2.590313092907294e-05,False
Condition 1_RRAn,0.0061208641349161375,0.0014079748850367591,0.0,4.611636228063237e-05,False
Condition 1_RRNe,0.000574039739192754,0.0014305962096018488,0.0,9.008181362037839e-06,False
Condition 1_RRNn,0.0018750329786586528,0.00020435711456591818,0.0,3.728313882490323e-05,False
Condition 2_Feedr,0.0038076074790355935,0.0018718827770793603,0.0,1.0163512361395846e-05,False
Condition 2_Norm,0.00017431683658353236,0.0011754274292469671,0.0,3.373393346886413e-05,False
Condition 2_PosA,0.003330275826449597,0.0024265900214378035,0.0007129404680527833,1.527979743879569e-07,True
Condition 2_PosN,0.0013418951989135272,0.001262347884203299,0.0,2.1171877351665401e-10,False
Condition 2_RRAe,0.006564222573761963,0.0029561656366019645,0.0017750265872059942,0.0,True
Condition 2_RRAn,0.00039073032475600566,0.0002526380681165323,0.0,9.184690118785198e-12,False
Condition 2_RRNn,0.001892323245453409,0.0019894945821311437,0.0,4.09500870706412e-07,False
Bldg Type_2fmCon,0.0014417658954840318,0.0023888828791949284,3.4056410259887674e-05,4.672553966875392e-05,True
Bldg Type_Duplex,0.01090072104002604,0.005975145631249176,0.004400625498460151,0.00017399618817196078,True
Bldg Type_Twnhs,0.01622311348375438,0.013833771517605878,0.018301838766950042,5.992706446799588e-05,True
Bldg Type_TwnhsE,0.008705140714143245,0.006627382549242193,0.008166254619637974,7.60510548117996e-05,True
House Style_1.5Unf,0.0015744069670899363,0.0007614902640988677,0.0,1.5757686769592721e-06,False
House Style_1Story,0.00039399472489726195,0.006204364827558888,0.0,0.00018087863505127105,False
House Style_2.5Fin,0.005500849985289991,0.0014355052016619626,0.0,1.3690705730873798e-05,False
House Style_2.5Unf,0.004282427050660537,0.005089521779555789,0.00022801828366864906,0.00011165926518160837,True
House Style_2Story,0.0043120621118716285,0.0007378004557753598,0.0,0.00019199385813026525,False
House Style_SFoyer,0.0036424821372490757,0.0012776800119106032,0.0,2.6368735636293145e-05,False
House Style_SLvl,0.001801957196111953,0.0004644474551880284,0.0,9.675825329795589e-05,False
Roof Style_Gable,0.0542808113688176,0.0020159368036662025,0.0,0.00035198496539147727,False
Roof Style_Gambrel,0.012511850851547712,0.0015506874578824635,0.0,5.3441412269241646e-05,False
Roof Style_Hip,0.05289684803599232,0.0037492283131185435,0.002100552432866351,0.00025778599431125525,True
Roof Style_Mansard,0.0029398287324025885,0.0027403467642408245,0.00021583533840167313,9.312322258245225e-05,True
Roof Style_Shed,0.004484592276142119,0.0003226941030857793,0.0,2.738676222080388e-05,False
Roof Matl_CompShg,0.3170018835632814,0.01091032580889613,0.0,0.00019157132567761175,False
Roof Matl_Membran,0.05575548639510253,0.0034897542258305685,0.0,0.0,False
Roof Matl_Metal,0.05496292655052387,0.002184174811942171,0.0,3.765114014177868e-06,False
Roof Matl_Roll,0.05537527230495337,0.0034514462753409553,0.0,1.0594719962110876e-07,False
Roof Matl_Tar&Grv,0.2324562382002214,0.008109614298274262,0.0,4.6423679551263506e-05,False
Roof Matl_WdShake,0.15184607459700866,0.0031846481851092166,0.0,2.5492707862844095e-06,False
Roof Matl_WdShngl,0.13786089349233033,0.011113518282181765,0.002894323386048079,1.2792752764170976e-05,True
Exterior 1st_AsphShn,0.001717937965259389,0.0005759222963743611,0.0,1.7435678465820616e-07,False
Exterior 1st_BrkComm,0.009263915245328616,0.0062935422435597315,0.003031567390436502,2.7020526345357766e-05,True
Exterior 1st_BrkFace,0.024090964332325077,0.013748603636096736,0.009837740132119742,0.0003845939777170426,True
Exterior 1st_CBlock,0.005902617389404577,0.0011257243204676687,0.0,5.509892702346907e-07,False
Exterior 1st_CemntBd,0.007735795226899961,0.0024500932832620744,0.0,5.877132972076502e-05,False
Exterior 1st_HdBoard,0.012171263920963814,0.0005403425093630929,0.0005812396497983827,0.00018841561083291823,True
Exterior 1st_ImStucc,0.0003115422183958272,8.091497517086165e-07,0.0,1.9906549581247987e-08,False
Exterior 1st_MetalSd,0.02317326740496703,0.003123096651984199,0.0,0.00030959802481947114,False
Exterior 1st_Plywood,0.01095408335977796,0.001205082593545157,0.0,0.00013775213539354576,False
Exterior 1st_PreCast,0.00633697275967994,0.004679273119942601,0.00654532083585994,9.11135356826793e-05,True
Exterior 1st_Stone,0.002071877102987091,0.0024668085600190663,0.0,8.9468532776233e-08,False
Exterior 1st_Stucco,0.005604005562801273,0.0030009704563483137,0.004627491094432388,9.820894157469466e-05,True
Exterior 1st_VinylSd,0.022312546978741993,0.0031856895524077053,0.0,0.00040311431317723744,False
Exterior 1st_Wd Sdng,0.013792877440882062,0.00068999201697553,0.0,0.0003137691180987185,False
Exterior 1st_WdShing,0.006748292742727327,0.001509355187646811,0.0,3.288477935750217e-05,False
Exterior 2nd_AsphShn,0.007522210322935832,0.0012557068904324876,0.0,1.0147530360705295e-05,False
Exterior 2nd_Brk Cmn,0.0044290932773485975,5.114593677230772e-05,0.0,1.6502128895638333e-05,False
Exterior 2nd_BrkFace,0.0013374465112639539,0.002260796367352401,0.0,0.0003619462105076859,False
Exterior 2nd_CBlock,0.007988790170584067,0.0007257129166741995,0.0,2.6799727757391517e-08,False
Exterior 2nd_CmentBd,0.03075978136661353,0.0030347277952331494,2.230413749097244e-05,8.757064739084977e-05,True
Exterior 2nd_HdBoard,0.02523260211436741,6.82599850670074e-05,4.6723484549283096e-05,0.00014878451820047778,True
Exterior 2nd_ImStucc,0.00441954305794473,0.0013955263969840268,0.0,1.3219193916764502e-05,False
Exterior 2nd_MetalSd,0.02450943689418919,0.005099529602134705,0.0012982577228380673,0.0002805221060530749,True
Exterior 2nd_Other,2.5951463200613034e-14,0.0,0.0,0.0,False
Exterior 2nd_Plywood,0.02063992995101338,0.0011372984527331055,0.0,0.00015211616544693633,False
Exterior 2nd_PreCast,0.006336972759666909,0.004679273119942607,3.4452149169979484e-05,0.00012687772051171205,True
Exterior 2nd_Stone,0.0002845530916328401,0.0014197419113954378,0.0,7.395639813938995e-07,False
Exterior 2nd_Stucco,0.01029627243384569,0.001602120392051402,0.0,0.00013190975154116883,False
Exterior 2nd_VinylSd,0.03330076007988192,0.0029742026453537878,0.0,0.00036060533795407516,False
Exterior 2nd_Wd Sdng,0.026054123508475226,0.0030609993400954293,0.0,0.0003651538802421478,False
Exterior 2nd_Wd Shng,0.011740408312508915,0.00046611804596777756,0.0,7.175275092602332e-05,False
Exter Qual_Fa,0.0027689586428988333,0.0024712992654255085,0.0,9.804347413374989e-05,False
Exter Qual_Gd,0.0034118227576649535,0.0012608074120283627,0.0,0.00039703439998600395,False
Exter Qual_TA,0.0029767452116650495,0.010706894850223492,0.0019824764463615965,0.0011231552100411145,True
Exter Cond_Fa,0.007080461427205489,0.008773327018345945,0.007276420199609634,0.0007530719725897695,True
Exter Cond_Gd,0.005514563767043908,4.19480464482693e-05,0.0,0.0004748690185900047,False
Exter Cond_Po,0.00020095152115316706,0.004979751387269431,0.0,0.0004350538969964021,False
Exter Cond_TA,0.010970961611050836,0.003829859515094141,0.00022177564860453733,0.0005940235478025617,True
Foundation_CBlock,0.009747892680981973,0.001347241107583608,0.0,0.00049279074707126,False
Foundation_PConc,0.01576386931248805,0.010925794991197797,0.00838151713588853,0.00046406838898252305,True
Foundation_Slab,0.002901357211593472,0.007584905559820222,0.005715751904203129,3.045547564061636e-05,True
Foundation_Stone,0.007623223149468134,0.0046974679581274735,0.001793215364308766,6.5831689663180755e-06,True
Foundation_Wood,0.0021245175190744738,0.0005543099508993568,0.0,3.6210343391761213e-07,False
Bsmt Qual_Fa,0.009410433168009338,0.008513286469734366,0.0035247066371542524,0.00040293555896655185,True
Bsmt Qual_Gd,0.012844275365261226,0.00711097893649962,0.0,0.0010412458397382161,False
Bsmt Qual_Po,0.005322706255594098,0.0031957524180413065,0.0007602985222344133,2.2669822294187408e-07,True
Bsmt Qual_TA,0.018233475736833128,0.014640760878109683,0.003540716680012283,0.0008988555373744381,True
Bsmt Cond_Fa,0.009023603792399804,0.0018935604238784235,0.0,0.0003888548414927008,False
Bsmt Cond_Gd,0.0110901024774488,0.0026520250355826233,0.00033507827622378505,0.00013249327773592033,True
Bsmt Cond_Po,0.009237223527609098,0.0008124516828555302,0.0,9.097129454190531e-07,False
Bsmt Cond_TA,0.011364137186465256,0.0006742978660972255,0.0,0.00016749820386552738,False
Bsmt Exposure_Gd,0.006566635720247634,0.010424705779109578,0.01075109646772965,0.0006484836833037782,True
Bsmt Exposure_Mn,0.005126956842897018,0.0032831775514677915,0.0014357983496918864,0.00016425227322123084,True
Bsmt Exposure_No,0.010976978159458417,0.011064209761416317,0.011658600796610163,0.00047058382702940346,True
BsmtFin Type 1_BLQ,0.0031104206778827664,0.0017125147914723515,0.0,0.0001871142151526887,False
BsmtFin Type 1_GLQ,0.003771579105387196,0.008214835366814149,0.0015791939513042767,0.0006450974770599028,True
BsmtFin Type 1_LwQ,0.005633346275130763,0.0025671025554659327,0.00015678349706627526,0.0001811689785033091,True
BsmtFin Type 1_Rec,0.005426184618936708,0.0019025842285248886,0.0,0.0002774472306420507,False
BsmtFin Type 1_Unf,0.008249387315309858,0.011338901358468484,0.01271355360057909,0.0002806827948996549,True
BsmtFin Type 2_BLQ,0.007070146425792956,0.00463001594382513,0.0008526277453189121,9.230324784962268e-05,True
BsmtFin Type 2_GLQ,0.002906155076115982,0.0028989049049416475,0.0,9.68172675003855e-06,False
BsmtFin Type 2_LwQ,0.003168713879842827,0.00011762322974013209,0.0,3.479250644323078e-05,False
BsmtFin Type 2_Rec,0.005451399681670771,0.0018318670703296957,0.0,2.7884330432202338e-05,False
BsmtFin Type 2_Unf,0.002975114269153173,4.500834191439676e-05,0.0,0.00012237543804584025,False
Heating_GasA,0.009385966896859145,0.0009032179253993749,0.0,8.415817792848328e-05,False
Heating_GasW,0.015819747431925546,0.007902813875278353,0.006091856203544506,6.84682264626734e-05,True
Heating_Grav,0.006529224585247295,0.008135374678831209,0.006973290734955962,0.0003939970504317627,True
Heating_OthW,0.002044937027226426,0.0007438633406588312,0.0,6.3338282092278396e-06,False
Heating_Wall,0.007303916513389325,0.0006838883502179794,0.0,1.6797844884321292e-06,False
Heating QC_Fa,0.0029907880521282265,0.005245220473803537,0.00162084516206474,0.0002992589304777669,True
Heating QC_Gd,0.004224597478876373,0.004035433290474826,0.00022817911070042765,0.0003430539762322278,True
Heating QC_Po,0.0022200877966861154,0.004234508732833477,0.0,0.000505658379655631,False
Heating QC_TA,0.014780282154733204,0.014387798881906319,0.011753480508915148,0.0007301069248732289,True
Central Air_Y,0.017369883953896444,0.019209865591534033,0.019253750810829817,0.007446320463568364,True
Electrical_FuseF,0.0013095715026597565,0.0003973905469041966,0.0,0.0003374297343313489,False
Electrical_FuseP,0.0027030631774216593,0.0007609011827257192,0.0,6.0480387047356025e-06,False
Electrical_Mix,0.000785743543746914,0.001186247323886505,0.0,9.774595805336176e-06,False
Electrical_SBrkr,0.0008448422260481855,0.002487972572988104,0.0,0.0005409624999542255,False
Kitchen Qual_Fa,0.017543038133463945,0.009707211341938285,0.0034064482896162657,0.00026499949242520486,True
Kitchen Qual_Gd,0.03204079481756178,0.007621278391443815,0.0,0.001173110890766569,False
Kitchen Qual_Po,1.4259426972529354e-15,0.0,0.0,0.0,False
Kitchen Qual_TA,0.04009422765267989,0.01845602563153097,0.00876610036475844,0.001434429710137946,True
Functional_Maj2,0.008041910261363014,0.010918592348412151,0.009027158701451533,0.00018400563762267785,True
Functional_Min1,0.015149889102450347,0.001792369470565881,0.0,0.0001152323133046612,False
Functional_Min2,0.014531013461449305,0.002793524710862963,0.0,7.726488012007477e-05,False
Functional_Mod,0.007754570115342294,0.00014949111566804138,0.0,0.00013589398764752683,False
Functional_Sal,0.04242068434273541,0.0224111856830407,0.031125161330174355,0.0010308152650361708,True
Functional_Sev,0.00443558085917016,0.0072001457870462405,0.007045416506896621,0.00020848233334516905,True
Functional_Typ,0.028190725310475312,0.008680153397686373,0.0038112495998539886,0.0005072708096061757,True
Fireplace Qu_Fa,0.0009905643622436788,0.0015614013871843527,0.0,2.769254648258332e-05,False
Fireplace Qu_Gd,0.0011281139861726852,0.005060852839848139,0.0,0.0002959003166676883,False
Fireplace Qu_Po,0.0006764045880632563,0.0015415396012864434,0.0,0.00015797707092645035,False
Fireplace Qu_TA,0.0013899073143549823,0.0018798383030549694,0.0,0.0002199302718118866,False
Garage Type_Attchd,0.018941367394776497,0.005864540299681995,0.005068585755367028,0.0004944041834446394,True
Garage Type_Basment,0.0031161265379764796,0.002343802501059055,0.0003753599409148995,7.963538046255623e-05,True
Garage Type_BuiltIn,0.007066232084535606,0.004760021281680571,0.0,6.130805276117399e-05,False
Garage Type_CarPort,0.001452205453523668,0.0025560769006692536,0.0,8.529743987567799e-05,False
Garage Type_Detchd,0.01034934155650341,0.004622374145976004,0.0,0.001049015257921814,False
Garage Finish_RFn,0.00036424726605700786,0.0024865743871894793,0.0,0.000326404320844185,False
Garage Finish_Unf,0.001942706037502795,0.006363224570727215,0.0021901390020743023,0.0020618259258594583,True
Garage Qual_Fa,0.043106110418000804,0.0037461660994595543,0.00014468176495647503,0.00011494147152279857,True
Garage Qual_Gd,0.014617194867679886,0.002950758676491819,0.0016366860489167847,1.34629598980617e-05,True
Garage Qual_Po,0.01383563819816884,0.0009177798326095492,0.0,3.534238672064206e-05,False
Garage Qual_TA,0.04317343383545236,0.000489926505080869,0.0,0.00014888459794145514,False
Garage Cond_Fa,0.011144212022519237,0.007625960598485377,0.011041119118589182,0.00029929026390635685,True
Garage Cond_Gd,0.011442056726247957,0.003513718368752882,0.0,1.3599637674545444e-05,False
Garage Cond_Po,0.01578724524782172,0.0005518135385638427,0.0,0.00012931104443668215,False
Garage Cond_TA,0.02561964081484437,0.004766050039180907,0.0,0.0004294497938371488,False
Paved Drive_P,0.0028838206017626905,0.003951609079685355,0.0,0.0001766989944977032,False
Paved Drive_Y,0.009818470152990436,0.012325088949546106,0.0065185657790018375,0.0025699491466954884,True
Sale Type_CWD,0.0011053066638331555,0.0014031686636933305,0.0,5.515935998768486e-06,False
Sale Type_Con,0.005138513234024894,0.004862035196235924,0.002425210618594999,2.030836851762356e-06,True
Sale Type_ConLD,1.47939194688404e-05,0.001882490527443185,0.0,9.020439110369933e-05,False
Sale Type_ConLI,0.0033365062846501883,0.002616778000977044,0.0002911196258570892,1.2403781732801318e-05,True
Sale Type_ConLw,0.00039035259813165885,0.0006108676124918122,0.0,3.052853833324721e-05,False
Sale Type_New,0.009217516735294667,0.01019595428788574,0.009243862146316638,9.577896600275282e-05,True
Sale Type_Oth,0.0005083080988849686,0.0010408499494581485,0.0,0.00016803524190532487,False
Sale Type_VWD,0.0002262041103096024,3.806920991326019e-05,0.0,0.0,False
Sale Type_WD ,0.001768421128366282,0.00043629233000297863,0.0,0.0005938981233861749,False
Sale Condition_AdjLand,0.012457573184492948,0.005040410000095274,0.003267512108890788,1.092810735351054e-05,True
Sale Condition_Alloca,0.009476457471397304,0.005630319705773258,0.0006975662602760334,0.00010577154863585582,True
Sale Condition_Family,0.006695673599709448,0.00024067685693756512,0.0,0.00048160665465867675,False
Sale Condition_Normal,0.03430195681853948,0.02022744535451141,0.020854287181292345,0.0019526577915387636,True
Sale Condition_Partial,0.020727704329677382,0.010879852907988525,0.011558424609066958,0.00014588880109304132,True
